Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Operating System Version,Weight,Price
Dell,Dell_792,Student,"14.8""",LED,Intel i5,32GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 7,1.27,995.74
Acer,Acer_700,Business,"13.8""",LED,AMD Ryzen 5,4GB,1TB SSD,Integrated,macOS,macOS 5,2.84,535.88
MSI,MSI_349,Student,"16.2""",IPS,AMD Ryzen 5,32GB,128GB SSD,NVIDIA GTX 1650,Windows,Windows 6,3.26,754.01
Samsung,Samsung_463,Student,"15.5""",IPS,Intel i9,16GB,512GB SSD,NVIDIA GTX 1650,macOS,macOS 9,3.36,663.84
Samsung,Samsung_104,Business,"15.5""",OLED,AMD Ryzen 5,32GB,512GB SSD,AMD Radeon,macOS,macOS 5,1.17,838.69
Samsung,Samsung_613,Gaming,"16.0""",OLED,AMD Ryzen 7,16GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 10,2.97,1278.52
Asus,Asus_537,Student,"17.2""",IPS,Intel i5,4GB,256GB SSD,NVIDIA RTX 4060,Windows,Windows 12,2.31,1018.1
Acer,Acer_651,Workstation,"15.6""",IPS,Intel i3,16GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 1,1.19,1528.17
Acer,Acer_786,Gaming,"14.4""",LED,AMD Ryzen 5,4GB,128GB SSD,AMD Radeon,macOS,macOS 3,1.55,1237.94
MSI,MSI_171,Workstation,"15.5""",IPS,Intel i7,4GB,128GB SSD,AMD Radeon,Linux,Linux 12,1.3,1538.08
Dell,Dell_125,Workstation,"14.3""",LED,AMD Ryzen 7,16GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 9,2.79,1589.84
Asus,Asus_483,Student,"13.5""",OLED,Intel i7,16GB,1TB SSD,NVIDIA RTX 3050,Windows,Windows 3,1.89,262.94
Samsung,Samsung_143,Workstation,"14.9""",OLED,Intel i7,8GB,128GB SSD,NVIDIA RTX 3050,Windows,Windows 6,2.69,1728.77
Acer,Acer_979,Student,"15.4""",Retina,Intel i9,32GB,1TB SSD,AMD Radeon,macOS,macOS 12,2.3,591.78
Samsung,Samsung_891,Ultrabook,"14.1""",OLED,AMD Ryzen 5,8GB,1TB SSD,NVIDIA RTX 3050,Linux,Linux 10,1.79,1156.24
Samsung,Samsung_897,Business,"14.4""",LED,AMD Ryzen 5,4GB,1TB HDD,NVIDIA RTX 4060,macOS,macOS 11,3.23,950.85
Acer,Acer_387,Business,"16.6""",Retina,Intel i5,32GB,128GB SSD,AMD Radeon,macOS,macOS 4,1.54,825.58
Samsung,Samsung_990,Ultrabook,"16.6""",OLED,Intel i3,32GB,1TB SSD,NVIDIA RTX 4060,Windows,Windows 9,1.53,1154.17
Lenovo,Lenovo_633,Gaming,"14.7""",Retina,Intel i7,4GB,512GB SSD,NVIDIA GTX 1650,Linux,Linux 9,2.51,1260.38
MSI,MSI_369,Gaming,"14.9""",OLED,Intel i3,4GB,256GB SSD,NVIDIA RTX 3050,Windows,Windows 5,1.77,750.37
Apple,Apple_336,Gaming,"16.4""",LED,Intel i3,8GB,256GB SSD,Integrated,Windows,Windows 3,2.51,1452.26
HP,HP_877,Ultrabook,"14.0""",IPS,AMD Ryzen 5,8GB,1TB HDD,Integrated,macOS,macOS 2,3.32,981.22
Lenovo,Lenovo_883,Gaming,"13.0""",OLED,AMD Ryzen 5,16GB,256GB SSD,Integrated,Linux,Linux 10,2.47,1178.76
Asus,Asus_857,Business,"13.3""",OLED,Intel i7,16GB,1TB SSD,NVIDIA RTX 4060,Windows,Windows 11,3.01,758.47
Asus,Asus_619,Workstation,"13.4""",Retina,Intel i9,8GB,1TB HDD,NVIDIA RTX 4060,Windows,Windows 7,1.53,1357.57
HP,HP_170,Workstation,"16.7""",IPS,AMD Ryzen 5,4GB,512GB SSD,NVIDIA RTX 4060,Linux,Linux 4,1.4,1765.73
Lenovo,Lenovo_410,Student,"15.4""",IPS,AMD Ryzen 7,16GB,1TB SSD,NVIDIA GTX 1650,macOS,macOS 2,1.14,762.64
Apple,Apple_129,Workstation,"14.5""",LED,AMD Ryzen 5,16GB,1TB HDD,NVIDIA RTX 4060,macOS,macOS 4,3.24,1299.56
Lenovo,Lenovo_649,Student,"15.9""",IPS,Intel i9,4GB,1TB SSD,NVIDIA GTX 1650,macOS,macOS 5,1.39,549.51
Acer,Acer_686,Workstation,"13.4""",Retina,AMD Ryzen 5,32GB,256GB SSD,AMD Radeon,macOS,macOS 9,1.39,1621.04
Dell,Dell_952,Workstation,"15.7""",OLED,AMD Ryzen 5,32GB,256GB SSD,NVIDIA RTX 3050,macOS,macOS 2,2.55,1723.09
Samsung,Samsung_884,Workstation,"14.8""",Retina,Intel i3,16GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 10,2.31,1460.8
Lenovo,Lenovo_447,Gaming,"15.8""",IPS,Intel i5,16GB,256GB SSD,NVIDIA GTX 1650,Linux,Linux 10,1.72,867.47
HP,HP_270,Ultrabook,"16.6""",Retina,Intel i7,8GB,512GB SSD,Integrated,macOS,macOS 2,2.91,898.75
Samsung,Samsung_480,Business,"16.0""",Retina,Intel i3,4GB,128GB SSD,NVIDIA GTX 1650,Linux,Linux 5,2.63,831.2
Asus,Asus_633,Gaming,"16.7""",OLED,Intel i7,4GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 2,2.03,1439.04
Samsung,Samsung_887,Student,"16.3""",OLED,Intel i9,32GB,512GB SSD,NVIDIA GTX 1650,Linux,Linux 9,3.41,795.64
Asus,Asus_626,Student,"15.5""",Retina,AMD Ryzen 5,16GB,1TB HDD,NVIDIA GTX 1650,macOS,macOS 5,2.5,825.68
Apple,Apple_249,Student,"17.3""",LED,AMD Ryzen 7,16GB,1TB HDD,NVIDIA RTX 4060,Windows,Windows 1,3.09,652.1
Apple,Apple_629,Ultrabook,"14.1""",IPS,Intel i7,32GB,512GB SSD,AMD Radeon,Windows,Windows 8,1.32,987.12
Apple,Apple_436,Workstation,"16.6""",IPS,AMD Ryzen 7,32GB,1TB SSD,Integrated,Windows,Windows 6,3.3,1485.78
HP,HP_872,Workstation,"16.8""",OLED,Intel i7,8GB,512GB SSD,Integrated,Windows,Windows 3,1.89,1734.04
Lenovo,Lenovo_823,Ultrabook,"16.9""",IPS,AMD Ryzen 7,16GB,128GB SSD,NVIDIA GTX 1650,Windows,Windows 5,1.97,1126.86
Dell,Dell_171,Gaming,"14.4""",OLED,Intel i7,16GB,512GB SSD,AMD Radeon,macOS,macOS 10,1.16,1181.93
MSI,MSI_157,Workstation,"14.3""",IPS,Intel i5,4GB,1TB SSD,AMD Radeon,Linux,Linux 1,2.58,1695.46
Lenovo,Lenovo_808,Ultrabook,"13.5""",Retina,AMD Ryzen 5,32GB,128GB SSD,NVIDIA RTX 4060,Linux,Linux 6,3.49,1123.58
Asus,Asus_287,Gaming,"14.2""",Retina,AMD Ryzen 5,4GB,512GB SSD,NVIDIA RTX 3050,macOS,macOS 10,1.27,1165.73
HP,HP_398,Workstation,"15.3""",Retina,Intel i7,32GB,512GB SSD,NVIDIA RTX 4060,Linux,Linux 7,1.58,1720.78
Acer,Acer_709,Ultrabook,"14.2""",LED,AMD Ryzen 7,32GB,128GB SSD,NVIDIA GTX 1650,Windows,Windows 3,3.02,1195.03
Lenovo,Lenovo_151,Ultrabook,"16.9""",Retina,Intel i3,32GB,256GB SSD,NVIDIA RTX 4060,Linux,Linux 3,3.28,894.73
Acer,Acer_359,Ultrabook,"17.0""",OLED,AMD Ryzen 7,8GB,512GB SSD,NVIDIA RTX 4060,macOS,macOS 9,1.63,1346.0
MSI,MSI_597,Student,"15.5""",IPS,Intel i5,4GB,1TB HDD,NVIDIA RTX 3050,Windows,Windows 4,1.42,699.77
Lenovo,Lenovo_819,Student,"14.7""",OLED,AMD Ryzen 7,32GB,128GB SSD,NVIDIA RTX 3050,macOS,macOS 10,2.53,555.59
Asus,Asus_675,Student,"14.7""",Retina,Intel i3,8GB,128GB SSD,NVIDIA GTX 1650,Windows,Windows 9,1.45,736.35
HP,HP_841,Ultrabook,"14.5""",IPS,Intel i9,4GB,1TB SSD,NVIDIA GTX 1650,Windows,Windows 4,1.52,758.14
HP,HP_359,Gaming,"13.2""",LED,Intel i3,4GB,512GB SSD,AMD Radeon,Linux,Linux 4,2.35,1224.78
Acer,Acer_476,Business,"13.7""",IPS,Intel i7,16GB,512GB SSD,NVIDIA RTX 3050,Linux,Linux 4,2.54,741.66
MSI,MSI_403,Business,"15.0""",IPS,Intel i9,8GB,512GB SSD,NVIDIA GTX 1650,macOS,macOS 4,2.96,939.1
Dell,Dell_482,Business,"17.2""",LED,AMD Ryzen 5,8GB,1TB SSD,NVIDIA RTX 3050,Windows,Windows 2,2.45,880.23
Asus,Asus_641,Gaming,"16.8""",LED,AMD Ryzen 5,32GB,512GB SSD,Integrated,macOS,macOS 5,1.03,1272.1
Asus,Asus_370,Business,"15.8""",IPS,Intel i9,8GB,256GB SSD,NVIDIA RTX 3050,Linux,Linux 11,2.15,605.4
Acer,Acer_520,Business,"14.9""",OLED,Intel i5,16GB,1TB SSD,NVIDIA RTX 3050,macOS,macOS 4,1.88,950.51
Apple,Apple_482,Business,"16.4""",IPS,AMD Ryzen 5,16GB,512GB SSD,NVIDIA RTX 4060,Linux,Linux 7,2.2,1176.91
HP,HP_528,Workstation,"15.6""",LED,AMD Ryzen 5,32GB,512GB SSD,NVIDIA GTX 1650,Linux,Linux 7,1.93,1586.22
Asus,Asus_134,Student,"14.7""",IPS,AMD Ryzen 5,16GB,512GB SSD,NVIDIA GTX 1650,Linux,Linux 4,1.02,572.94
Lenovo,Lenovo_656,Workstation,"17.3""",IPS,Intel i9,8GB,1TB HDD,AMD Radeon,Windows,Windows 7,1.25,1920.73
Dell,Dell_365,Ultrabook,"15.5""",Retina,Intel i3,4GB,256GB SSD,NVIDIA RTX 4060,Windows,Windows 1,2.99,1219.28
Acer,Acer_467,Gaming,"13.7""",OLED,Intel i7,8GB,1TB HDD,NVIDIA RTX 3050,Windows,Windows 2,3.32,1147.49
Lenovo,Lenovo_543,Gaming,"13.2""",Retina,Intel i7,32GB,128GB SSD,NVIDIA RTX 4060,Windows,Windows 4,1.44,1099.73
HP,HP_422,Business,"15.6""",Retina,AMD Ryzen 7,4GB,1TB HDD,AMD Radeon,Windows,Windows 4,1.45,1024.15
MSI,MSI_912,Business,"14.4""",Retina,AMD Ryzen 5,8GB,128GB SSD,NVIDIA RTX 3050,Linux,Linux 3,1.81,1108.04
HP,HP_849,Workstation,"14.0""",IPS,Intel i3,16GB,512GB SSD,NVIDIA RTX 3050,macOS,macOS 12,2.83,1842.41
Lenovo,Lenovo_639,Ultrabook,"13.3""",LED,Intel i3,4GB,256GB SSD,NVIDIA RTX 3050,macOS,macOS 3,2.15,750.47
Acer,Acer_944,Student,"17.3""",Retina,Intel i9,32GB,512GB SSD,NVIDIA RTX 4060,Windows,Windows 8,1.4,583.64
Samsung,Samsung_442,Ultrabook,"16.0""",Retina,AMD Ryzen 7,4GB,512GB SSD,NVIDIA GTX 1650,Linux,Linux 1,2.64,865.22
MSI,MSI_958,Workstation,"14.0""",Retina,Intel i7,16GB,512GB SSD,NVIDIA GTX 1650,Linux,Linux 2,1.11,1291.51
Asus,Asus_208,Gaming,"16.4""",LED,AMD Ryzen 5,4GB,128GB SSD,NVIDIA RTX 4060,Windows,Windows 6,2.05,1445.28
Dell,Dell_127,Gaming,"13.8""",LED,Intel i5,4GB,512GB SSD,Integrated,Windows,Windows 6,1.23,1064.23
Lenovo,Lenovo_602,Workstation,"15.0""",Retina,Intel i7,8GB,128GB SSD,NVIDIA RTX 4060,Windows,Windows 8,2.3,1437.73
Acer,Acer_100,Student,"14.2""",IPS,Intel i9,8GB,512GB SSD,NVIDIA GTX 1650,Windows,Windows 2,2.57,788.42
Acer,Acer_598,Gaming,"15.5""",OLED,Intel i3,8GB,1TB SSD,NVIDIA GTX 1650,macOS,macOS 9,2.39,1444.23
Acer,Acer_120,Business,"13.3""",IPS,Intel i7,16GB,256GB SSD,NVIDIA GTX 1650,macOS,macOS 9,1.53,756.2
Dell,Dell_578,Student,"15.8""",IPS,AMD Ryzen 5,4GB,256GB SSD,NVIDIA RTX 4060,Windows,Windows 3,2.39,387.38
Asus,Asus_346,Workstation,"15.4""",LED,Intel i5,4GB,1TB HDD,NVIDIA RTX 4060,macOS,macOS 10,1.52,1569.53
MSI,MSI_465,Gaming,"13.6""",OLED,Intel i7,4GB,1TB HDD,NVIDIA GTX 1650,Windows,Windows 4,2.25,1015.7
Apple,Apple_648,Business,"16.9""",IPS,Intel i9,16GB,256GB SSD,NVIDIA RTX 4060,Linux,Linux 7,3.44,1011.94
Acer,Acer_278,Workstation,"16.3""",IPS,Intel i5,32GB,1TB SSD,Integrated,Windows,Windows 2,3.41,1537.51
HP,HP_970,Student,"13.9""",LED,Intel i7,8GB,512GB SSD,NVIDIA GTX 1650,Linux,Linux 6,1.78,451.16
Apple,Apple_566,Gaming,"14.6""",IPS,Intel i9,16GB,512GB SSD,Integrated,Linux,Linux 6,2.6,1532.86
Acer,Acer_566,Gaming,"13.3""",OLED,AMD Ryzen 7,32GB,512GB SSD,NVIDIA GTX 1650,Linux,Linux 10,2.36,1059.87
Acer,Acer_314,Workstation,"14.4""",OLED,Intel i3,8GB,512GB SSD,NVIDIA GTX 1650,Linux,Linux 3,1.77,1676.53
Apple,Apple_998,Ultrabook,"16.7""",LED,Intel i7,8GB,1TB HDD,NVIDIA RTX 3050,Linux,Linux 4,1.72,1226.24
Asus,Asus_996,Workstation,"16.2""",Retina,AMD Ryzen 7,32GB,512GB SSD,NVIDIA RTX 3050,Linux,Linux 6,1.77,1617.91
MSI,MSI_382,Gaming,"15.0""",LED,Intel i9,16GB,128GB SSD,NVIDIA RTX 3050,Linux,Linux 10,2.37,1320.62
Dell,Dell_798,Gaming,"15.0""",IPS,Intel i7,32GB,512GB SSD,NVIDIA RTX 4060,macOS,macOS 1,1.76,1029.89
Apple,Apple_762,Business,"14.8""",LED,Intel i5,16GB,512GB SSD,NVIDIA GTX 1650,Linux,Linux 8,2.74,1091.74
HP,HP_587,Workstation,"13.6""",LED,Intel i9,4GB,1TB HDD,Integrated,macOS,macOS 12,2.32,1568.38
Asus,Asus_197,Business,"14.9""",IPS,AMD Ryzen 5,4GB,512GB SSD,NVIDIA GTX 1650,Windows,Windows 5,2.66,589.31
Asus,Asus_544,Workstation,"16.5""",IPS,Intel i5,8GB,128GB SSD,NVIDIA RTX 3050,Windows,Windows 10,1.12,1849.17
Apple,Apple_696,Business,"16.2""",IPS,Intel i3,4GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 9,2.43,1126.25
HP,HP_364,Ultrabook,"16.9""",Retina,AMD Ryzen 7,8GB,256GB SSD,AMD Radeon,macOS,macOS 11,1.17,1086.69
HP,HP_426,Gaming,"14.0""",IPS,Intel i9,32GB,1TB HDD,NVIDIA GTX 1650,Linux,Linux 11,2.86,1004.89
MSI,MSI_327,Student,"17.3""",Retina,Intel i5,16GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 8,3.01,855.06
Asus,Asus_212,Workstation,"16.0""",IPS,Intel i5,4GB,256GB SSD,NVIDIA RTX 3050,macOS,macOS 10,2.34,1629.45
Acer,Acer_569,Business,"15.3""",LED,Intel i3,32GB,256GB SSD,NVIDIA RTX 3050,Windows,Windows 5,2.34,528.25
Dell,Dell_862,Student,"17.1""",Retina,Intel i7,8GB,1TB SSD,NVIDIA RTX 3050,macOS,macOS 8,1.77,543.6
MSI,MSI_182,Gaming,"14.3""",OLED,AMD Ryzen 7,8GB,1TB HDD,NVIDIA RTX 3050,macOS,macOS 3,1.83,1048.06
HP,HP_642,Business,"14.3""",IPS,AMD Ryzen 7,8GB,128GB SSD,NVIDIA RTX 3050,Linux,Linux 3,1.82,1241.97
Samsung,Samsung_591,Ultrabook,"16.7""",Retina,Intel i5,32GB,1TB SSD,Integrated,macOS,macOS 11,1.04,1066.26
Lenovo,Lenovo_634,Student,"15.6""",Retina,Intel i5,8GB,1TB HDD,NVIDIA RTX 4060,macOS,macOS 7,2.48,513.17
Dell,Dell_584,Student,"16.4""",Retina,Intel i3,32GB,128GB SSD,AMD Radeon,macOS,macOS 6,2.98,822.79
Acer,Acer_144,Gaming,"13.2""",LED,AMD Ryzen 5,16GB,1TB SSD,NVIDIA RTX 3050,macOS,macOS 1,1.11,1120.46
Dell,Dell_168,Workstation,"15.2""",LED,Intel i3,32GB,1TB HDD,NVIDIA GTX 1650,Linux,Linux 3,1.48,1263.19
HP,HP_708,Gaming,"15.3""",OLED,Intel i7,8GB,256GB SSD,NVIDIA RTX 3050,Linux,Linux 9,1.84,1407.22
MSI,MSI_109,Business,"15.6""",Retina,AMD Ryzen 5,8GB,1TB SSD,Integrated,Windows,Windows 10,3.42,615.41
MSI,MSI_781,Ultrabook,"15.8""",Retina,Intel i3,32GB,512GB SSD,NVIDIA RTX 4060,Windows,Windows 11,3.0,1034.41
MSI,MSI_543,Business,"14.4""",LED,Intel i3,4GB,512GB SSD,AMD Radeon,macOS,macOS 9,1.2,1060.22
Samsung,Samsung_465,Gaming,"13.4""",IPS,Intel i3,8GB,128GB SSD,NVIDIA RTX 4060,macOS,macOS 8,1.77,1263.9
MSI,MSI_251,Business,"15.3""",LED,Intel i5,32GB,1TB SSD,AMD Radeon,Windows,Windows 2,1.5,1230.72
Acer,Acer_532,Workstation,"14.5""",LED,Intel i7,32GB,512GB SSD,NVIDIA RTX 4060,Windows,Windows 11,2.16,1648.78
Apple,Apple_637,Gaming,"16.0""",LED,Intel i9,4GB,256GB SSD,AMD Radeon,Linux,Linux 2,3.29,1033.46
Lenovo,Lenovo_372,Student,"16.3""",IPS,Intel i7,16GB,128GB SSD,NVIDIA GTX 1650,Linux,Linux 8,2.98,731.93
Acer,Acer_967,Workstation,"16.2""",IPS,Intel i3,4GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 7,1.89,1614.28
Samsung,Samsung_247,Gaming,"13.9""",LED,Intel i5,8GB,128GB SSD,NVIDIA GTX 1650,Windows,Windows 4,1.54,1182.51
Acer,Acer_660,Student,"17.1""",IPS,AMD Ryzen 5,8GB,256GB SSD,NVIDIA RTX 4060,macOS,macOS 5,1.51,809.66
Apple,Apple_677,Business,"17.2""",OLED,AMD Ryzen 5,16GB,128GB SSD,NVIDIA RTX 4060,macOS,macOS 4,3.14,897.48
Samsung,Samsung_421,Student,"14.8""",OLED,Intel i5,32GB,1TB HDD,AMD Radeon,macOS,macOS 2,1.82,844.54
Lenovo,Lenovo_345,Workstation,"14.7""",OLED,Intel i7,8GB,1TB SSD,NVIDIA RTX 3050,Windows,Windows 11,1.21,1774.96
MSI,MSI_291,Ultrabook,"13.7""",OLED,AMD Ryzen 5,4GB,128GB SSD,NVIDIA RTX 3050,Windows,Windows 6,1.53,880.64
Asus,Asus_939,Workstation,"16.6""",LED,Intel i5,32GB,1TB HDD,NVIDIA RTX 3050,Linux,Linux 7,2.8,1509.86
Acer,Acer_645,Gaming,"16.5""",IPS,Intel i3,16GB,512GB SSD,Integrated,Linux,Linux 4,1.44,1353.77
HP,HP_205,Workstation,"15.7""",Retina,Intel i5,4GB,512GB SSD,NVIDIA GTX 1650,Windows,Windows 10,2.48,1613.62
MSI,MSI_540,Student,"15.1""",Retina,Intel i5,16GB,1TB SSD,AMD Radeon,macOS,macOS 5,3.01,490.07
Samsung,Samsung_903,Workstation,"14.7""",IPS,AMD Ryzen 7,32GB,256GB SSD,AMD Radeon,macOS,macOS 5,1.34,1197.02
HP,HP_521,Workstation,"15.0""",Retina,Intel i5,16GB,256GB SSD,Integrated,Linux,Linux 2,1.16,1339.79
Lenovo,Lenovo_365,Workstation,"15.2""",IPS,Intel i3,8GB,128GB SSD,NVIDIA RTX 3050,macOS,macOS 8,2.88,1738.61
HP,HP_382,Business,"15.2""",Retina,Intel i5,32GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 11,2.98,870.19
Dell,Dell_279,Workstation,"16.1""",OLED,Intel i3,4GB,256GB SSD,NVIDIA GTX 1650,Linux,Linux 1,1.98,1700.13
Asus,Asus_857,Business,"14.4""",Retina,AMD Ryzen 5,8GB,1TB SSD,AMD Radeon,macOS,macOS 7,2.92,964.74
Lenovo,Lenovo_293,Business,"15.4""",IPS,AMD Ryzen 5,32GB,128GB SSD,NVIDIA RTX 4060,macOS,macOS 3,2.71,716.43
Lenovo,Lenovo_409,Gaming,"13.4""",LED,AMD Ryzen 5,4GB,256GB SSD,Integrated,Windows,Windows 10,2.37,1070.9
Asus,Asus_438,Workstation,"13.9""",Retina,Intel i7,8GB,256GB SSD,NVIDIA RTX 4060,macOS,macOS 11,2.86,1726.23
Apple,Apple_357,Workstation,"14.7""",LED,Intel i9,32GB,1TB SSD,Integrated,Linux,Linux 5,2.34,1520.59
Lenovo,Lenovo_429,Student,"15.7""",IPS,AMD Ryzen 7,8GB,256GB SSD,NVIDIA RTX 4060,Linux,Linux 4,2.89,392.48
HP,HP_520,Workstation,"14.9""",IPS,AMD Ryzen 5,4GB,512GB SSD,AMD Radeon,Linux,Linux 11,1.51,1471.02
Asus,Asus_354,Student,"16.6""",OLED,AMD Ryzen 5,8GB,128GB SSD,NVIDIA RTX 4060,macOS,macOS 5,1.75,701.29
Asus,Asus_855,Student,"16.6""",IPS,Intel i5,8GB,256GB SSD,AMD Radeon,Linux,Linux 10,2.22,588.53
HP,HP_689,Ultrabook,"17.0""",Retina,AMD Ryzen 5,4GB,128GB SSD,AMD Radeon,Linux,Linux 10,1.08,947.19
Asus,Asus_694,Ultrabook,"13.9""",LED,Intel i9,16GB,256GB SSD,NVIDIA RTX 4060,Windows,Windows 7,1.94,887.0
Apple,Apple_200,Ultrabook,"15.8""",IPS,Intel i5,16GB,512GB SSD,Integrated,Linux,Linux 2,2.89,1411.76
Asus,Asus_533,Student,"14.0""",Retina,Intel i9,4GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 7,2.66,393.91
Dell,Dell_467,Ultrabook,"13.2""",OLED,AMD Ryzen 7,8GB,256GB SSD,Integrated,macOS,macOS 6,2.99,1058.76
Apple,Apple_298,Business,"17.0""",Retina,AMD Ryzen 7,16GB,512GB SSD,NVIDIA RTX 3050,macOS,macOS 7,3.27,819.96
Apple,Apple_573,Gaming,"16.4""",OLED,Intel i7,32GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 6,2.72,1009.83
Asus,Asus_923,Student,"16.8""",OLED,Intel i5,16GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 7,3.43,664.23
Asus,Asus_244,Business,"16.6""",OLED,AMD Ryzen 7,4GB,256GB SSD,NVIDIA RTX 4060,Linux,Linux 12,1.57,803.17
HP,HP_805,Workstation,"13.0""",Retina,Intel i5,4GB,1TB HDD,AMD Radeon,macOS,macOS 10,1.64,1306.75
Lenovo,Lenovo_543,Ultrabook,"15.2""",IPS,Intel i9,4GB,1TB HDD,AMD Radeon,Windows,Windows 9,1.12,1235.08
Lenovo,Lenovo_674,Ultrabook,"16.4""",IPS,AMD Ryzen 5,8GB,128GB SSD,AMD Radeon,Linux,Linux 1,3.47,1073.47
Apple,Apple_365,Gaming,"16.8""",LED,Intel i7,4GB,1TB SSD,NVIDIA RTX 4060,macOS,macOS 6,3.23,1160.07
MSI,MSI_809,Gaming,"14.2""",Retina,Intel i3,4GB,1TB HDD,NVIDIA RTX 3050,macOS,macOS 5,1.98,858.57
Samsung,Samsung_422,Gaming,"14.9""",LED,AMD Ryzen 5,16GB,1TB SSD,NVIDIA RTX 4060,Windows,Windows 2,1.76,1359.57
MSI,MSI_300,Gaming,"15.7""",OLED,Intel i7,32GB,256GB SSD,NVIDIA GTX 1650,Linux,Linux 4,2.97,828.13
Lenovo,Lenovo_357,Student,"16.2""",IPS,Intel i5,4GB,512GB SSD,Integrated,Linux,Linux 4,1.24,684.72
Samsung,Samsung_113,Workstation,"15.2""",IPS,Intel i7,32GB,256GB SSD,Integrated,macOS,macOS 8,3.04,1470.5
MSI,MSI_308,Gaming,"14.5""",Retina,Intel i3,16GB,1TB SSD,NVIDIA RTX 4060,Windows,Windows 3,2.44,1414.65
Dell,Dell_824,Gaming,"16.2""",LED,Intel i7,16GB,1TB SSD,NVIDIA GTX 1650,macOS,macOS 11,2.77,1090.64
Lenovo,Lenovo_778,Gaming,"15.4""",Retina,AMD Ryzen 7,16GB,256GB SSD,NVIDIA RTX 4060,macOS,macOS 12,2.14,1399.53
Acer,Acer_299,Ultrabook,"17.1""",IPS,AMD Ryzen 7,32GB,1TB SSD,NVIDIA RTX 4060,Windows,Windows 12,1.8,1042.64
Lenovo,Lenovo_817,Student,"14.0""",OLED,Intel i9,16GB,128GB SSD,Integrated,Linux,Linux 9,1.12,715.76
HP,HP_457,Student,"17.2""",LED,Intel i5,8GB,1TB SSD,NVIDIA GTX 1650,Windows,Windows 4,2.01,733.47
Dell,Dell_578,Ultrabook,"15.6""",OLED,Intel i5,8GB,256GB SSD,AMD Radeon,macOS,macOS 3,1.53,1072.19
Lenovo,Lenovo_614,Business,"13.5""",IPS,Intel i9,4GB,128GB SSD,AMD Radeon,macOS,macOS 4,1.22,1141.02
Samsung,Samsung_628,Student,"13.9""",IPS,Intel i5,4GB,512GB SSD,AMD Radeon,Linux,Linux 5,1.98,574.0
Samsung,Samsung_787,Ultrabook,"14.1""",Retina,Intel i3,32GB,1TB HDD,NVIDIA RTX 4060,macOS,macOS 11,2.61,1246.39
Apple,Apple_843,Gaming,"13.3""",IPS,Intel i5,4GB,1TB HDD,NVIDIA RTX 4060,macOS,macOS 4,1.44,1167.0
Lenovo,Lenovo_538,Ultrabook,"14.3""",LED,Intel i9,32GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 7,1.13,1316.54
Dell,Dell_792,Workstation,"15.6""",Retina,Intel i5,4GB,128GB SSD,AMD Radeon,Linux,Linux 3,1.65,1858.25
Asus,Asus_283,Business,"15.7""",LED,Intel i7,32GB,512GB SSD,AMD Radeon,Linux,Linux 2,3.32,929.47
MSI,MSI_515,Student,"14.4""",LED,Intel i3,32GB,128GB SSD,AMD Radeon,Linux,Linux 6,2.77,745.41
HP,HP_313,Student,"13.5""",Retina,Intel i3,4GB,1TB HDD,Integrated,Windows,Windows 6,3.02,635.19
Asus,Asus_885,Workstation,"16.7""",OLED,Intel i5,16GB,256GB SSD,NVIDIA RTX 3050,macOS,macOS 7,1.41,1515.76
Dell,Dell_563,Ultrabook,"16.9""",Retina,AMD Ryzen 5,16GB,1TB HDD,NVIDIA RTX 4060,Windows,Windows 11,1.79,1310.78
Asus,Asus_227,Business,"16.9""",OLED,AMD Ryzen 7,4GB,1TB SSD,NVIDIA GTX 1650,Windows,Windows 10,2.27,1043.15
Acer,Acer_736,Business,"14.5""",Retina,AMD Ryzen 7,16GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 1,3.5,923.9
Lenovo,Lenovo_510,Gaming,"16.6""",OLED,AMD Ryzen 7,8GB,256GB SSD,NVIDIA RTX 3050,Linux,Linux 2,3.2,1792.62
Apple,Apple_714,Gaming,"16.9""",LED,Intel i9,16GB,512GB SSD,NVIDIA GTX 1650,macOS,macOS 12,2.48,1415.13
HP,HP_680,Gaming,"14.8""",Retina,AMD Ryzen 7,4GB,256GB SSD,NVIDIA GTX 1650,macOS,macOS 5,1.17,1186.37
HP,HP_488,Business,"15.9""",IPS,Intel i5,8GB,1TB SSD,NVIDIA GTX 1650,Windows,Windows 11,1.26,946.02
Samsung,Samsung_520,Ultrabook,"16.7""",OLED,AMD Ryzen 5,32GB,512GB SSD,AMD Radeon,macOS,macOS 6,2.84,1655.26
